date	deaths	injuries	location	description
2013-01-15T05:00:00.000Z	0	2	St. Louis, Missouri	A 34-year-old gunman wounded an administrator in his office on the fourth floor of Stevens Institute of Business and Arts. The suspected gunman, Sean Johnson, a part-time student, wounded himself in a stairwell. Both the administrator and Johnson were hospitalized in stable conditions. Johnson was convicted of three felony charges, including assault and was sentenced to 60 years in prison.[125][126][127]
2013-01-15T05:00:00.000Z	3	0	Hazard, Kentucky	Two people were killed and a third person was wounded at the parking lot of Hazard Community and Technical College.[128] The third victim, 12-year-old Taylor Cornett, died from her wounds the next day.[129] 21-year-old Dalton Lee Stidham, was arrested and charged with three counts of murder. He was sentenced to life in prison without parole in 2014.[130]
2013-01-16T05:00:00.000Z	1	0	Chicago, Illinois	A 17-year-old boy, Tyrone Lawson, was killed in a parking lot of Chicago State University. The shooting happened after high school basketball games held on the campus, where Lawson had been a spectator. Police arrested two brothers, Michael McNabb, 33, and Brian Hewlett (under the alias Stephen Gilbert), 30 after the shooting and recovered a weapon.[122][131][132]
2013-01-22T05:00:00.000Z	0	3	Houston, Texas	Lone Star College–North Harris shooting: Outside Lone Star College–North Harris, two men got into an argument. One wounded the other. He also wounded a maintenance man, and accidentally shot himself in the leg. The shooter fled into the woods and was arrested hours later. The charges against the initial suspect were dropped and another man was arrested.[133]
2013-01-31T05:00:00.000Z	0	2	Atlanta, Georgia	A 14-year-old male student was wounded at Price Middle School. The gunman, a 15-year-old student, was believed to be arguing with the other student before using a handgun to shoot him. A teacher was also wounded. Afterward, the gunman was disarmed by a school resource officer and arrested; police charged him with aggravated assault.[134][135]
2013-03-18T04:00:00.000Z	1	0	Orlando, Florida	At the University of Central Florida, 30-year-old student James Oliver Seevakumaran pulled a fire alarm at the Tower One dormitory, to attract a crowd. He pointed a handgun at his roommate and threatened to shoot him in their room; he released the roommate, who ran out and called 9-1-1. Seevakumaran then fatally shot himself in the head. Authorities found an assault weapon, a couple hundred rounds of ammunition and four homemade bombs inside his backpack.[136]
2013-04-12T04:00:00.000Z	0	2	Christiansburg, Virginia	New River Community College shooting incident: Two women were wounded during a shooting at the campus of New River Community College. 18-year-old Neil Allen MacInnis, was taken into custody. In June 2014, he was sentenced to 38 years in prison.[137]
2013-04-16T04:00:00.000Z	0	3	Grambling, Louisiana	Three students were injured on the campus of Grambling State University.[138]
2013-04-18T04:00:00.000Z	1	0	Cambridge, Massachusetts	Three days after committing the Boston Marathon bombing, while still at large, the brothers Dzhokhar Tsarnaev and Tamerlan Tsarnaev shot and killed Massachusetts Institute of Technology campus police officer Sean Collier[139] in his patrol car near MIT's Ray and Maria Stata Center.[140] About three hours after the MIT shooting and after carjacking a vehicle, Tamerlan died in a gunfight with police in Watertown, Massachusetts. Another officer was seriously wounded. Shot in the neck and hiding in a boat parked nearby, Dzhokhar was arrested 18 hours later, and hospitalized in critical condition.[140] He was sentenced to death in 2015.
2013-05-14T04:00:00.000Z	0	0	Birmingham, Alabama	Allegedly responding to a student fight, a mother of a student fired a weapon on the campus of Ossie Ware Mitchell Middle School. No one was injured.[141]
2013-06-07T04:00:00.000Z	6	4	Santa Monica, California	"2013 Santa Monica shooting: 23-year-old John Zawahri, began a killing spree at his home. After killing his 55-year-old father, Samir ""Sam"" Zawahri, and 25-year-old brother, Chris Zawahri, he set the house ablaze. Dressed all in black with body armor and wielding an AR-15-type semi-automatic rifle, Zawahri carjacked 41-year-old Laura Siska, shooting 50-year-old Debra Fine, as she attempted to intervene, before forcing Siska to drive to Santa Monica College. Upon arriving on the college campus, Zawahri began shooting at passing vehicles, including a police car and a city bus, leaving three people with minor injuries. Zawahri next targeted a Ford Explorer, killing the driver, 68-year-old campus groundskeeper, Carlos Navarro Franco, and fatally wounding the passenger, his 26-year-old daughter Marcela Diaz-Franco, a student at the college, who died two days later. 68-year-old Margarita Gomez, who was collecting cans outside the library, died after being shot in the abdomen and chest. Zawahri opened fire on students who were trying to run away. It ended at the college library where he opened fire on students studying for finals, before being fatally wounded in an exchange of gunfire with responding police officers.[142]"
2013-08-23T04:00:00.000Z	1	2	Sardis, Mississippi	15-year-old student, Roderick Bobo, was killed during a football game at North Panola High School in what was termed a gang-related shooting. Two others were injured in the shooting. Three men were charged as being responsible for the crime.[143]
2013-08-30T04:00:00.000Z	0	1	Winston-Salem, North Carolina	A 15-year-old male student was shot at Carver High School, at 2:30 p.m.. He was hospitalized with minor injuries.[144] An 18-year-old male student was apprehended without further incident. The suspected gunman is charged with assault with a deadly weapon inflicting serious injury, carrying a concealed gun, possessing and discharging a firearm, and carrying a firearm onto educational property. The shooting was believed related to a dispute between the suspect and the victim.[145]
2013-10-04T04:00:00.000Z	0	2	Pine Hills, Florida	A 16-year-old student was shot in the hip outside Agape Christian Academy after a fight broke out at 2 p.m.. An innocent bystander was hit by a stray bullet or shrapnel. The two victims were treated for minor injuries. The suspected shooter reportedly fled in a car with several other males, and was not caught.[146]
2013-10-21T04:00:00.000Z	2	2	Sparks, Nevada	12-year-old seventh-grade student Jose Reyes opened fire with a handgun at the basketball courts of Sparks Middle School, injuring one student in the shoulder. Michael Landsberry, a teacher and veteran, tried to intervene and was killed by Reyes. Reyes also wounded a student trying to help the teacher. Reyes then committed suicide by shooting himself in the head.[111][144] The shooting happened before classes, and the school was evacuated and was closed for the week.
2013-11-02T04:00:00.000Z	0	1	Greensboro, North Carolina	A 21-year-old student was wounded at North Carolina A&T State University. The victim was hospitalized for serious but non-life-threatening injuries. The university was temporarily locked down that night. No suspects are in custody.[147]
2013-11-03T04:00:00.000Z	0	2	Lithonia, Georgia	A Stephenson High School student and a janitor were shot in an apparent confrontation between football team members and a group of teens who were not attending the school. Both were innocent bystanders.[148]
2013-11-13T05:00:00.000Z	0	3	Pittsburgh, Pennsylvania	After classes ended, at least one gunman came out of the woods and opened fire on three students as they were walking to their cars at Brashear High School. One student was grazed in the head, another was struck in the neck and shoulder, and a third was hit in the leg and foot. Six people were taken into custody. The shooting is believed to be drug-related.[149]
2013-12-04T05:00:00.000Z	0	1	Winter Garden, Florida	A 15-year-old student was wounded by a 17-year-old student near a soccer field on the campus of West Orange High School. The shooting occurred after a fight broke out between the two students. The 17-year-old suspected shooter was taken into custody several miles away from the school, and is charged with attempted murder, aggravated battery with a firearm, possession of a firearm by a minor and possession of a firearm on school grounds. In October 2014, the shooter was sentenced to twenty-five years in prison.[150]
2013-12-13T05:00:00.000Z	2	0	Centennial, Colorado	18-year-old Karl Pierson, shot 17-year-old student Claire Davis in the head, fatally injuring her, in a hallway in Arapahoe High School. Pierson then took his own life.[111] Pierson was armed with a shotgun, three Molotov cocktails, and a machete. His intention was to shoot the librarian who had disciplined him. Claire Davis died from her injuries on December 21, 2013.[151]
2013-12-19T05:00:00.000Z	0	1	Fresno, California	Four teens (16, 16, 16 and 17 years old) entered Edison High School in what was believed as a gang-initiation process. After accosting a 62-year-old woman about a mile away from school grounds, they found an athletic trainer who taught at Edison High and shot him several times in the leg and stomach.[152]
2014-01-09T05:00:00.000Z	0	1	Jackson, Tennessee	A 16-year-old student was charged with bringing a gun to school at Liberty Technology Magnet High School and shooting a classmate in the thigh. The incident occurred outside the front of the school.[153]
2014-01-13T05:00:00.000Z	0	1	New Haven, Connecticut	A 14-year-old boy was shot outside of a basketball game at the Hillhouse High School athletic facility, suffering wounds in his hand and leg.[cite]
